track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,115,101,A#,Major,34,32,57,78,0,20,3,https://i.scdn.co/image/ab67616d0000b27362ecbc14602444f8a6c3f5bf,https://open.spotify.com/search/Until%20I%20Found%20You%20%28with%20Em%20Beihold%29%20-%20Em%20Beihold%20Version%20Em%20Beihold%2C%20Stephen%20Sanchez,https://www.youtube.com/results?search_query=Until+I+Found+You+%28with+Em+Beihold%29+-+Em+Beihold+Version+Em+Beihold%2C+Stephen+Sanchez,https://www.youtube.com/watch?v=kPlSyYtE63M
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929,16,72,5,0,8,142,D,Major,50,20,64,1,0,12,3,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,https://open.spotify.com/search/Back%20To%20December%20%28Taylor%27s%20Version%29%20Taylor%20Swift,https://www.youtube.com/results?search_query=Back+To+December+%28Taylor%27s+Version%29+Taylor+Swift,https://www.youtube.com/watch?v=qc2Z-OX9wnc
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,C#,Major,59,48,76,4,0,10,5,https://i.scdn.co/image/ab67616d0000b2735903b6c5efda52c943dc579a,https://open.spotify.com/search/STAY%20%28with%20Justin%20Bieber%29%20Justin%20Bieber%2C%20The%20Kid%20Laroi,https://www.youtube.com/results?search_query=STAY+%28with+Justin+Bieber%29+Justin+Bieber%2C+The+Kid+Laroi,https://www.youtube.com/watch?v=kTJczUoc26U
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,"1,800",0,,110,C#,Major,50,45,41,75,0,11,3,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,https://open.spotify.com/search/Someone%20You%20Loved%20Lewis%20Capaldi,https://www.youtube.com/results?search_query=Someone+You+Loved+Lewis+Capaldi,https://www.youtube.com/watch?v=zABLecsR5UE
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,G#,Major,71,67,60,19,0,12,3,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1,https://open.spotify.com/search/Fast%20Car%20Luke%20Combs,https://www.youtube.com/results?search_query=Fast+Car+Luke+Combs,https://www.youtube.com/watch?v=Fr7oYjnt3bM
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,29,76,24,0,162,172,C#,Minor,74,76,76,6,0,10,9,https://i.scdn.co/image/ab67616d0000b2732ee85751f6f503fa9a533eba,https://open.spotify.com/search/What%20It%20Is%20%28Solo%20Version%29%20Doechii,https://www.youtube.com/results?search_query=What+It+Is+%28Solo+Version%29+Doechii,https://www.youtube.com/watch?v=khMkNSf2Jwg
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,D,Major,68,14,76,4,0,10,4,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0,https://open.spotify.com/search/Coco%20Chanel%20Bad%20Bunny%2C%20Eladio%20Carrion,https://www.youtube.com/results?search_query=Coco+Chanel+Bad+Bunny%2C+Eladio+Carrion,https://www.youtube.com/watch?v=j1VVY2sEdC0
Don't Blame Me,Taylor Swift,1,2017,11,8,4875,23,685032533,19,45,0,0,10,136,A,Minor,62,19,53,11,0,6,4,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,https://open.spotify.com/search/Don%C3%AF%C2%BF%C2%BD%C3%AF%C2%BF%C2%BD%C3%AF%C2%BF%C2%BDt%20Bl%20Taylor%20Swift,https://www.youtube.com/results?search_query=Don%27t+Blame+Me+Taylor+Swift,https://www.youtube.com/watch?v=Os0mdp3pX7U
Still With You,Jung Kook,1,2020,6,5,31,39,38411956,2,107,8,0,0,88,C#,Minor,53,34,47,9,0,83,4,https://i.scdn.co/image/ab67616d0000b273a7f42c375578df426b37638d,https://open.spotify.com/search/Still%20With%20You%20Jung%20Kook,https://www.youtube.com/results?search_query=Still+With+You+Jung+Kook,https://www.youtube.com/watch?v=BksBNbTIoPE
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,69,2,478,143,D#,Major,83,69,44,15,0,10,33,https://i.scdn.co/image/ab67616d0000b2735f782b3c6871d032183a4150,https://open.spotify.com/search/All%20My%20Life%20%28feat.%20J.%20Cole%29%20J.%20Cole%2C%20Lil%20Durk,https://www.youtube.com/results?search_query=All+My+Life+%28feat.+J.+Cole%29+J.+Cole%2C+Lil+Durk,https://www.youtube.com/watch?v=Z4N8lzKNfy4
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,49,105,63,1,0,100,F#,Minor,49,17,35,71,9,11,3,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae,https://open.spotify.com/search/Say%20Yes%20To%20Heaven%20Lana%20Del%20Rey,https://www.youtube.com/results?search_query=Say+Yes+To+Heaven+Lana+Del+Rey,https://www.youtube.com/watch?v=MiAoetOXKcY
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,F,Major,56,39,55,14,0,11,13,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Snooze%20SZA,https://www.youtube.com/results?search_query=Snooze+SZA,https://www.youtube.com/watch?v=Sv5yCzPCkv8
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,200,112,C#,Minor,56,24,66,7,0,12,3,https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7,https://open.spotify.com/search/Summertime%20Sadness%20Lana%20Del%20Rey,https://www.youtube.com/results?search_query=Summertime+Sadness+Lana+Del+Rey,https://www.youtube.com/watch?v=TdrL3QxjyVw
Take Two,BTS,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,G,Major,62,57,59,3,0,38,3,https://i.scdn.co/image/ab67616d0000b2738a701e76e8845928f6cd81c8,https://open.spotify.com/search/Take%20Two%20BTS,https://www.youtube.com/results?search_query=Take+Two+BTS,https://www.youtube.com/watch?v=owjVpYCmwcg
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,G,Major,43,50,55,50,0,15,10,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://open.spotify.com/search/Lover%20Taylor%20Swift,https://www.youtube.com/results?search_query=Lover+Taylor+Swift,https://www.youtube.com/watch?v=-BjZmE2gtdo
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,266,88,G,Minor,68,17,71,15,0,11,5,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,https://open.spotify.com/search/Too%20Many%20Nights%20%28feat.%20Don%20Toliver%20%26%20with%20Future%29%20Future%2C%20Metro%20Boomin%2C%20Don%20Toliver,https://www.youtube.com/results?search_query=Too+Many+Nights+%28feat.+Don+Toliver+%26+with+Future%29+Future%2C+Metro+Boomin%2C+Don+Toliver,https://www.youtube.com/watch?v=NyTkaQHdySM
Chemical,Post Malone,1,2023,4,14,2528,39,172825906,56,91,59,3,486,170,D,Major,50,37,90,0,0,12,5,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c,https://open.spotify.com/search/Chemical%20Post%20Malone,https://www.youtube.com/results?search_query=Chemical+Post+Malone,https://www.youtube.com/watch?v=IzPQ_jA00bk
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,"2,394",5,204,84,E,Minor,62,24,67,21,0,13,28,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023,https://open.spotify.com/search/Mockingbird%20Eminem,https://www.youtube.com/results?search_query=Mockingbird+Eminem,https://www.youtube.com/watch?v=S9bCLPwzSC0
New Jeans,NewJeans,1,2023,7,7,77,35,29562220,8,166,4,4,34,134,E,Minor,81,53,72,51,0,12,5,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af,https://open.spotify.com/search/New%20Jeans%20NewJeans,https://www.youtube.com/results?search_query=New+Jeans+NewJeans,https://www.youtube.com/watch?v=G8GEpK7YDl4
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,312,116,C#,Major,80,92,80,4,0,10,3,https://i.scdn.co/image/ab67616d0000b273eb842acacb3238b2bf3b8471,https://open.spotify.com/search/Cold%20Heart%20-%20PNAU%20Remix%20Dua%20Lipa%2C%20Elton%20John%2C%20Pnau,https://www.youtube.com/results?search_query=Cold+Heart+-+PNAU+Remix+Dua+Lipa%2C+Elton+John%2C+Pnau,https://www.youtube.com/watch?v=qod03PVTLqk
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,32,117,C#,Major,61,45,69,2,0,9,3,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,https://open.spotify.com/search/Dandelions%20Ruth%20B.,https://www.youtube.com/results?search_query=Dandelions+Ruth+B.,https://www.youtube.com/watch?v=5gg17XXXiNo
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,https://open.spotify.com/search/Bones%20Imagine%20Dragons,https://www.youtube.com/results?search_query=Bones+Imagine+Dragons,https://www.youtube.com/watch?v=TO-_3tck2tg
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,519,108,D,Minor,61,47,68,0,0,13,3,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://open.spotify.com/search/Set%20Fire%20to%20the%20Rain%20Adele,https://www.youtube.com/results?search_query=Set+Fire+to+the+Rain+Adele,https://www.youtube.com/watch?v=a2giXO6eyuI
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797,https://open.spotify.com/search/Money%20Trees%20Kendrick%20Lamar%2C%20Jay%20Rock,https://www.youtube.com/results?search_query=Money+Trees+Kendrick+Lamar%2C+Jay+Rock,https://www.youtube.com/watch?v=hwR_1EP18eo
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123,21,52,6,1,0,121,G,Major,65,49,78,0,0,17,4,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,https://open.spotify.com/search/Mine%20%28Taylor%27s%20Version%29%20Taylor%20Swift,https://www.youtube.com/results?search_query=Mine+%28Taylor%27s+Version%29+Taylor+Swift,https://www.youtube.com/watch?v=oxNLRqMJMZk
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,https://open.spotify.com/search/Everybody%20Wants%20To%20Rule%20The%20World%20Tears%20For%20Fears,https://www.youtube.com/results?search_query=Everybody+Wants+To+Rule+The+World+Tears+For+Fears,https://www.youtube.com/watch?v=aGCdLKXNF3w
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,https://open.spotify.com/search/No%20Role%20Modelz%20J.%20Cole,https://www.youtube.com/results?search_query=No+Role+Modelz+J.+Cole,https://www.youtube.com/watch?v=8HBcV0MtAQg
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,https://open.spotify.com/search/august%20Taylor%20Swift,https://www.youtube.com/results?search_query=august+Taylor+Swift,https://www.youtube.com/watch?v=nn_0zPAfyo8
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0,https://open.spotify.com/search/Miracle%20%28with%20Ellie%20Goulding%29%20Calvin%20Harris%2C%20Ellie%20Goulding,https://www.youtube.com/results?search_query=Miracle+%28with+Ellie+Goulding%29+Calvin+Harris%2C+Ellie+Goulding,https://www.youtube.com/watch?v=961v0E3b01g
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,https://open.spotify.com/search/Nonsense%20Sabrina%20Carpenter,https://www.youtube.com/results?search_query=Nonsense+Sabrina+Carpenter,https://www.youtube.com/watch?v=YcSP1ZUf1eQ
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,https://open.spotify.com/search/Can%27t%20Hold%20Us%20%28feat.%20Ray%20Dalton%29%20Ray%20Dalton%2C%20Ryan%20Lewis%2C%20Macklemore,https://www.youtube.com/results?search_query=Can%27t+Hold+Us+%28feat.+Ray+Dalton%29+Ray+Dalton%2C+Ryan+Lewis%2C+Macklemore,https://www.youtube.com/watch?v=2zNSgSzhBfM
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,https://open.spotify.com/search/Watermelon%20Sugar%20Harry%20Styles,https://www.youtube.com/results?search_query=Watermelon+Sugar+Harry+Styles,https://www.youtube.com/watch?v=E07s5ZYygMg
Lovely (with Khalid),"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,https://open.spotify.com/search/Rauw%20Alejandro%3A%20Bzrp%20Music%20Sessions%2C%20Vol.%2056%20Rauw%20Alejandro%2C%20Bizarrap,https://www.youtube.com/results?search_query=Lovely+%28with+Khalid%29+Billie+Eilish%2C+Khalid,https://www.youtube.com/watch?v=V1Pl8CzNzCw
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616,https://open.spotify.com/search/Queencard%20%28G%29I-DLE,https://www.youtube.com/results?search_query=Queencard+%28G%29I-DLE,https://www.youtube.com/watch?v=7HDeem-JaSY
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01,https://open.spotify.com/search/OMG%20NewJeans,https://www.youtube.com/results?search_query=OMG+NewJeans,https://www.youtube.com/watch?v=sVTy_wmn5SU
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7,https://open.spotify.com/search/Radio%20Lana%20Del%20Rey,https://www.youtube.com/results?search_query=Radio+Lana+Del+Rey,https://www.youtube.com/watch?v=2xFR65mv8CE
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,https://open.spotify.com/search/505%20Arctic%20Monkeys,https://www.youtube.com/results?search_query=505+Arctic+Monkeys,https://www.youtube.com/watch?v=qU9mHegkTc4
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,https://open.spotify.com/search/Calling%20%28Spider-Man%3A%20Across%20the%20Spider-Verse%29%20%28Metro%20Boomin%20%26%20Swae%20Lee%2C%20NAV%2C%20feat.%20A%20Boogie%20Wit%20da%20Hoodie%29%20Swae%20Lee%2C%20A%20Boogie%20Wit%20da%20Hoodie%2C%20Metro%20Boomin%2C%20NAV,https://www.youtube.com/results?search_query=Calling+%28Spider-Man%3A+Across+the+Spider-Verse%29+%28Metro+Boomin+%26+Swae+Lee%2C+NAV%2C+feat.+A+Boogie+Wit+da+Hoodie%29+Swae+Lee%2C+A+Boogie+Wit+da+Hoodie%2C+Metro+Boomin%2C+NAV,https://www.youtube.com/watch?v=iWDxMpLvaUE
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,https://open.spotify.com/search/Trance%20%28with%20Travis%20Scott%20%26%20Young%20Thug%29%20Travis%20Scott%2C%20Young%20Thug%2C%20Metro%20Boomin,https://www.youtube.com/results?search_query=Trance+%28with+Travis+Scott+%26+Young+Thug%29+Travis+Scott%2C+Young+Thug%2C+Metro+Boomin,https://www.youtube.com/watch?v=TxUdlC0057s
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://open.spotify.com/search/Perfect%20Ed%20Sheeran,https://www.youtube.com/results?search_query=Perfect+Ed+Sheeran,https://www.youtube.com/watch?v=2Vv-BfVoq4g
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0,https://open.spotify.com/search/Romantic%20Homicide%20d4vd,https://www.youtube.com/results?search_query=Romantic+Homicide+d4vd,https://www.youtube.com/watch?v=eKL3TceSxvk
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,https://open.spotify.com/search/Believer%20Imagine%20Dragons,https://www.youtube.com/results?search_query=Believer+Imagine+Dragons,https://www.youtube.com/watch?v=W0DM5lcj6mw
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,https://open.spotify.com/search/Without%20Me%20Eminem,https://www.youtube.com/results?search_query=Without+Me+Eminem,https://www.youtube.com/watch?v=YVkUvmDQ3HY
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,https://open.spotify.com/search/Stargirl%20Interlude%20The%20Weeknd%2C%20Lana%20Del%20Rey,https://www.youtube.com/results?search_query=Stargirl+Interlude+The+Weeknd%2C+Lana+Del+Rey,https://www.youtube.com/watch?v=TkxVOa6u59M
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490,https://open.spotify.com/search/Somewhere%20Only%20We%20Know%20Keane,https://www.youtube.com/results?search_query=Somewhere+Only+We+Know+Keane,https://www.youtube.com/watch?v=Oextk-If8HQ
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,https://i.scdn.co/image/ab67616d0000b2731bb5dc21200bfc56d8f7ef41,https://open.spotify.com/search/Those%20Eyes%20New%20West,https://www.youtube.com/results?search_query=Those+Eyes+New+West,https://www.youtube.com/watch?v=i9UDD6zyCGs
Bye,Peso Pluma,1,2023,5,26,324,14,95053634,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,https://i.scdn.co/image/ab67616d0000b27310c8a001a18fd9f1b3552a9d,https://open.spotify.com/search/Bye%20Peso%20Pluma,https://www.youtube.com/results?search_query=Bye+Peso+Pluma,https://www.youtube.com/watch?v=8ttz1wdViys
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,https://open.spotify.com/search/Locked%20Out%20Of%20Heaven%20Bruno%20Mars,https://www.youtube.com/results?search_query=Locked+Out+Of+Heaven+Bruno+Mars,https://www.youtube.com/watch?v=e-fA-gBCkj0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,https://open.spotify.com/search/Jimmy%20Cooks%20%28feat.%2021%20Savage%29%20Drake%2C%2021%20Savage,https://www.youtube.com/results?search_query=Jimmy+Cooks+%28feat.+21+Savage%29+Drake%2C+21+Savage,https://www.youtube.com/watch?v=V7UgPHjN9qE
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,https://open.spotify.com/search/Counting%20Stars%20OneRepublic,https://www.youtube.com/results?search_query=Counting+Stars+OneRepublic,https://www.youtube.com/watch?v=hT_nvWreIhg
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://open.spotify.com/search/Ghost%20Justin%20Bieber,https://www.youtube.com/results?search_query=Ghost+Justin+Bieber,https://www.youtube.com/watch?v=Fp8msa5uYsc
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac,https://open.spotify.com/search/Under%20The%20Influence%20Chris%20Brown,https://www.youtube.com/results?search_query=Under+The+Influence+Chris+Brown,https://www.youtube.com/watch?v=pfxyk1glEq4
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c,https://open.spotify.com/search/Gasolina%20Daddy%20Yankee,https://www.youtube.com/results?search_query=Gasolina+Daddy+Yankee,https://www.youtube.com/watch?v=CCF1_jI8Prk
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,https://open.spotify.com/search/One%20Dance%20Drake%2C%20WizKid%2C%20Kyla,https://www.youtube.com/results?search_query=One+Dance+Drake%2C+WizKid%2C+Kyla,https://www.youtube.com/watch?v=ki0Ocze98U8
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481,https://open.spotify.com/search/Enchanted%20Taylor%20Swift,https://www.youtube.com/results?search_query=Enchanted+Taylor+Swift,https://www.youtube.com/watch?v=uyupd2PXbSQ
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://open.spotify.com/search/Save%20Your%20Tears%20The%20Weeknd,https://www.youtube.com/results?search_query=Save+Your+Tears+The+Weeknd,https://www.youtube.com/watch?v=XXYlFuWEuKI
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,https://open.spotify.com/search/Sure%20Thing%20Miguel,https://www.youtube.com/results?search_query=Sure+Thing+Miguel,https://www.youtube.com/watch?v=q4GJVOMjCC4
